hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,9,102.19,101.29,3780000,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,10,101.71,100.78,3780000,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,11,101.5,100.97,3780000,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,12,101.59,101.37,3780000,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,1,101.39,101.62,3780000,2856,3,1,3,yes,no,no,no,no,0,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,2,101.24,101.83,3780000,8400,2,1,1,yes,no,no,no,no,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,3,102.25,102.17,3773000,8250,3,1,1,yes,no,no,no,no,2,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,4,102.14,101.79,3773000,2520,5,2,1,no,no,yes,no,yes,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,5,103.05,102.16,3773000,6930,4,1,2,no,no,no,no,no,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,6,103.49,102.02,3745000,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,7,103.6,101.93,3710000,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,8,103.76,102.04,3710000,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,9,102.75,101.84,3710000,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,10,102.56,101.68,3710000,4050,2,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,11,102.65,102.2,3710000,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,12,102.06,101.86,3703000,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,1,102.11,102.31,3703000,5450,2,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,2,101.84,102.5,3675000,3630,2,1,1,yes,no,yes,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,3,102.32,102.26,3675000,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,4,103.02,102.71,3675000,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,5,104.29,103.4,3675000,3600,2,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,6,104.39,102.8,3640000,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,7,104.7,102.96,3640000,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,8,105.01,103.26,3640000,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,9,104.05,103.05,3640000,3000,2,1,2,yes,no,no,no,yes,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,10,105.22,104.34,3640000,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,11,103.86,103.38,3640000,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,12,104.34,104.13,3640000,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,1,103.99,104.13,3640000,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,2,104.22,104.93,3640000,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,3,105.68,105.67,3633000,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,4,106.22,105.97,3605000,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,5,106.93,106.06,3605000,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,6,108.66,106.89,3570000,3150,3,1,2,yes,no,yes,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,7,108.69,106.88,3570000,4500,4,2,2,yes,no,yes,no,no,2,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,8,109.34,107.55,3570000,4500,2,1,1,no,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,9,109.46,108.31,3570000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,10,109.32,108.4,3535000,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,11,109.49,108.91,3500000,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,12,110.02,109.8,3500000,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,1,110.37,110.41,3500000,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,2,109.91,110.68,3500000,2135,3,2,2,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,3,110.68,110.74,3500000,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,4,111.7,111.54,3500000,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,5,113.07,112.23,3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,6,115.25,113.3,3500000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,7,116.1,114.17,3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,8,116.6,114.74,3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,9,116.31,114.97,3500000,5900,2,1,1,yes,no,no,no,no,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,10,117.05,116.06,3500000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,11,117.21,116.49,3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,12,116.97,116.74,3500000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,1,118.9,118.87,3500000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,2,117.47,118.25,3500000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,3,119.12,119.27,3500000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,4,120.44,120.38,3493000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,5,121.46,120.62,3465000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,6,123.91,121.77,3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,7,124.45,122.42,3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,8,124.98,123.01,3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,9,126,124.43,3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,10,125.96,124.88,3430000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,11,127.12,126.23,3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,12,127.44,127.2,3430000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,1,127.8,127.68,3430000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,2,128.26,129.02,3423000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,3,129.49,129.73,3395000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,4,130.38,130.4,3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,5,132.23,131.36,3395000,3640,2,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,6,134.92,132.62,3360000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,7,135.76,133.58,3360000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,8,137.25,135.12,3360000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,9,137.92,136.14,3360000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,10,138.08,136.91,3360000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,11,139.27,138.22,3360000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,12,139,138.72,3360000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,1,140.36,140.18,3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,2,140.73,141.4,3353000,2700,3,1,1,no,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,3,142.42,142.74,3332000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,4,144.04,144.11,3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,5,146.65,145.7,3325000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,6,148.95,146.49,3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,7,150.69,148.32,3290000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,8,152.23,149.87,3290000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,9,153.03,151.05,3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,10,154.03,152.71,3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,11,154.58,153.38,3290000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,12,156.14,155.86,3290000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,1,157.21,156.97,3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,2,158.05,158.68,3255000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,3,158.73,159.08,3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,4,160.65,160.72,3234000,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,5,163.11,162.04,3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,6,165.28,162.62,3220000,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,7,166.97,164.42,3220000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,8,169.16,166.52,3220000,3120,3,1,2,no,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,9,170.46,168.34,3150000,3450,1,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,10,170.45,168.95,3150000,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,11,171.7,170.42,3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,12,173.17,172.89,3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,1,173.85,173.56,3150000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,2,175.83,176.43,3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,3,176.14,176.48,3150000,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,4,179.05,179.08,3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,5,182.27,181,3150000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,6,185.74,182.85,3143000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,7,187.18,184.43,3129000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,8,188.3,185.29,3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,9,189.1,186.89,3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,10,191.36,189.63,3115000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,11,192.77,191.45,3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,12,193.85,193.62,3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,1,195.01,194.66,3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,2,194.8,195.4,3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,3,197.21,197.45,3080000,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,4,199.34,199.25,3080000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,5,201.08,199.5,3045000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,6,205.36,202.2,3010000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,7,209.09,206.11,3010000,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,8,210.26,206.85,3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,9,211.13,208.85,3010000,4600,2,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,10,211.44,209.51,3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,11,212.54,211.24,3010000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,12,212.03,211.82,3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,1,213.74,213.37,3003000,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,2,212.4,213.04,2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,3,214.49,214.56,2961000,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,4,215.64,215.43,2940000,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,5,217.13,215.18,2940000,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,6,218.75,215.47,2940000,3600,3,1,2,no,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,7,217.45,214.35,2940000,3660,4,1,2,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,8,219.24,215.57,2940000,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,9,217.43,215.24,2940000,2700,2,1,1,no,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,10,217.68,215.65,2940000,3150,3,1,2,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,11,216.88,215.64,2940000,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,12,215.14,214.95,2870000,3040,2,1,1,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,1,215.94,215.6,2870000,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,2,215.36,216.02,2870000,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,3,217.31,217.24,2870000,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,4,219.82,219.6,2852500,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,5,219.79,217.58,2835000,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,6,220.77,217.44,2835000,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,7,219.85,216.64,2835000,2640,2,1,1,no,no,no,no,no,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,8,219.58,215.89,2800000,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,9,217.71,215.72,2800000,3960,3,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,10,217.64,215.48,2730000,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,11,215.79,214.64,2730000,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,12,214.94,214.78,2695000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,1,214.11,213.95,2660000,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,2,212.45,213.14,2660000,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,3,212.75,212.77,2660000,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,4,211.07,210.83,2660000,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,5,213.09,210.86,2660000,2430,3,1,1,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,6,212.18,208.9,2660000,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,7,211.64,208.3,2660000,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,8,210.53,206.97,2653000,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,9,209.65,207.74,2653000,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,10,206.64,204.39,2604000,2910,2,1,1,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,11,205.22,204.14,2590000,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,12,202.16,201.99,2590000,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,1,201.72,201.75,2590000,3600,2,2,2,yes,no,yes,no,no,1,no,furnished
